source,cell,rows,cols,mux,op,corner,temp,vdd,T,mc,tclk_wlen,tclk_dec,trestore,access,low,high,wave,failed
v202_tsweep_f,6T,16,16,1,read,TT,25.0,1.0,2e-08,1,134.6,215.0,256.6,303.4,438.1,256.6,True,
v202_tsweep_f,6T,16,16,1,read,TT,25.0,1.0,2e-09,1,121.9,187.6,227.4,303.6,425.4,227.4,True,
v202_tsweep_f,6T,16,16,1,read,TT,25.0,1.0,3e-09,1,123.4,189.7,230.8,303.6,427.0,230.8,True,
v202_tsweep_f,6T,16,16,1,read,TT,25.0,1.0,5e-09,1,126.2,193.4,231.9,303.5,429.7,231.9,True,
v202_tsweep_f,6T,16,16,1,write,TT,25.0,1.0,2e-08,1,146.3,220.2,259.3,98.5,244.9,259.3,True,
v202_tsweep_f,6T,16,16,1,write,TT,25.0,1.0,2e-09,1,133.4,195.9,233.7,99.7,233.1,233.7,True,
v202_tsweep_f,6T,16,16,1,write,TT,25.0,1.0,3e-09,1,134.7,197.8,235.0,98.7,233.5,235.0,True,
v202_tsweep_f,6T,16,16,1,write,TT,25.0,1.0,5e-09,1,138.9,201.2,239.5,99.8,238.7,239.5,True,
v202_tsweep_f,6T,64,16,0,read,TT,25.0,1.0,2e-09,1,123.9,205.2,240.2,357.2,481.1,240.2,True,
v202_tsweep_f,6T,64,16,0,read,TT,25.0,1.0,3e-09,1,125.8,207.4,242.3,356.9,482.7,242.3,True,
v202_tsweep_f,6T,64,16,0,read,TT,25.0,1.0,5e-09,1,129.5,209.9,245.5,358.5,488.0,245.5,True,
v202_tsweep_f,6T,64,16,0,write,TT,25.0,1.0,2e-09,1,134.1,212.1,245.3,93.5,227.6,245.3,True,
v202_tsweep_f,6T,64,16,0,write,TT,25.0,1.0,3e-09,1,135.7,213.9,247.0,93.7,229.4,247.0,True,
v202_tsweep_f,6T,64,16,0,write,TT,25.0,1.0,5e-09,1,139.4,217.2,249.6,93.4,232.8,249.6,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,1.5e-09,1,109.7,154.8,231.6,290.9,400.6,231.6,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,1.0000000000000001e-07,1,124.8,242.0,319.2,290.7,415.5,319.2,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,1e-09,1,108.8,154.1,231.0,290.6,399.4,231.0,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,2e-08,1,123.9,181.6,258.6,291.0,414.9,258.6,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,2e-09,1,110.6,155.7,232.5,291.0,401.5,232.5,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,3e-09,1,112.3,157.3,234.7,290.8,403.1,234.7,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,5e-08,1,128.4,207.5,284.7,290.8,419.2,284.7,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,5e-09,1,115.3,161.3,238.4,290.9,406.3,238.4,True,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,6e-10,1,108.1,153.5,225.4,290.4,398.5,225.4,False,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,7e-10,1,108.3,153.7,230.3,290.6,398.9,230.3,False,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,8e-10,1,108.5,153.9,230.5,290.8,399.2,230.5,False,
v202_tsweep_f,6T,8,4,0,read,TT,25.0,1.0,9e-10,1,108.7,154.1,230.9,290.6,399.2,230.9,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,1.5e-09,1,112.7,157.2,204.4,130.8,243.5,204.4,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,1.0000000000000001e-07,1,128.6,244.4,292.1,130.0,258.7,292.1,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,1e-09,1,111.9,156.4,203.2,130.8,242.7,203.2,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,2e-08,1,126.7,183.9,231.1,130.2,256.9,231.1,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,2e-09,1,113.6,158.0,205.2,131.3,244.9,205.2,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,3e-09,1,115.2,159.6,207.3,130.5,245.7,207.3,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,5e-08,1,131.7,209.9,257.2,130.3,262.0,257.2,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,5e-09,1,118.1,163.7,210.5,131.3,249.5,210.5,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,6e-10,1,111.1,155.9,202.8,130.7,241.8,202.8,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,7e-10,1,111.3,155.9,202.9,130.7,242.0,202.9,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,8e-10,1,111.5,156.2,202.8,130.5,242.0,202.8,True,
v202_tsweep_f,6T,8,4,0,write,TT,25.0,1.0,9e-10,1,111.7,156.3,203.2,130.9,242.6,203.2,True,
v202_after,10T,256,8,0,write,TT,25.0,1.0,1e-08,1,,,,145.6,,,True,
v202_after,6T,128,32,0,write,TT,25.0,1.0,1e-08,1,,,,167.0,,,True,
v202_after,6T,256,8,0,read,TT,25.0,1.0,1e-08,1,,,,517.4,,,True,
v202_after,6T,256,8,0,read,TT,25.0,1.0,1e-08,1,,,,517.4,,,True,
v202_after,6T,256,8,0,write,TT,25.0,1.0,1e-08,1,,,,135.5,,,True,
v202_after,6T,256,8,0,write,TT,25.0,1.0,1e-08,1,,,,135.5,,,True,
v202_after,6T,512,4,0,read,TT,25.0,1.0,1e-08,1,,,,693.5,,,True,
v202_after,6T,512,4,0,write,TT,25.0,1.0,1e-08,1,,,,133.4,,,True,
v202_after,6T,64,16,0,read,TT,25.0,1.0,1e-08,1,,,,378.4,,,True,
v202_after,6T,64,16,0,read,TT,25.0,1.0,1e-08,1,,,,378.4,,,True,
v202_after,6T,64,16,0,write,TT,25.0,1.0,1e-08,1,,,,125.8,,,True,
v202_after,6T,64,16,0,write,TT,25.0,1.0,1e-08,1,,,,125.8,,,True,
v202_after,6T,8,4,0,read,TT,25.0,1.0,1e-08,1,119.5,169.0,245.0,299.2,418.8,245.0,True,
v202_after,6T,8,4,0,write,TT,25.0,1.0,1e-08,1,122.3,172.0,225.7,139.5,261.8,225.7,True,
v203_validation,6T,16,16,0,read,SS,125.0,0.9,1.8e-09,1,267.6,426.9,546.0,704.7,972.4,546.0,False,"sen_fired,out_fell,sa_resolved"
v203_validation,6T,16,16,0,read,SS,125.0,0.9,1.9e-09,1,267.6,427.4,546.8,704.4,972.0,546.8,False,"out_fell,sa_resolved"
v203_validation,6T,16,16,0,read,SS,125.0,0.9,2e-09,1,267.8,427.6,547.0,705.5,973.3,547.0,False,out_fell
v203_validation,6T,16,16,0,read,SS,125.0,0.9,2.1e-09,1,268.0,427.3,547.3,704.9,972.9,547.3,True,
v203_validation,6T,16,16,0,read,SS,125.0,0.9,2.5e-09,5,276.5,443.0,564.0,729.5,1006.0,564.0,True,
v203_validation,6T,16,16,0,read,SS,125.0,0.9,2.5e-09,5,263.7,421.5,536.1,693.7,957.4,536.1,True,
v203_validation,6T,16,16,0,read,SS,125.0,0.9,2.5e-09,5,274.6,436.3,554.1,721.3,995.9,554.1,True,
v203_validation,6T,16,16,0,read,SS,125.0,0.9,2.5e-09,5,272.8,434.4,556.4,714.5,987.3,556.4,True,
v203_validation,6T,16,16,0,read,SS,125.0,0.9,2.5e-09,5,283.0,450.5,569.6,748.0,1031.0,569.6,True,
v203_validation,6T,16,16,0,write,SF,125.0,0.9,1e-08,5,276.7,425.3,488.2,237.4,514.1,488.2,True,
v203_validation,6T,16,16,0,write,SF,125.0,0.9,1e-08,5,263.9,407.9,467.9,230.0,494.0,467.9,True,
v203_validation,6T,16,16,0,write,SF,125.0,0.9,1e-08,5,275.2,419.3,480.6,241.6,516.7,480.6,True,
v203_validation,6T,16,16,0,write,SF,125.0,0.9,1e-08,5,273.4,417.0,479.9,229.5,503.0,479.9,True,
v203_validation,6T,16,16,0,write,SF,125.0,0.9,1e-08,5,283.9,435.1,497.3,264.2,548.0,497.3,True,
v203_validation,6T,256,8,0,read,FF,125.0,1.0,2.6e-09,1,197.3,352.2,386.9,796.1,993.4,386.9,True,
v203_validation,6T,256,8,0,read,FF,125.0,1.0,3e-09,1,198.2,353.9,391.8,794.7,992.9,391.8,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,1.6000000000000003e-09,1,242.7,355.4,528.6,664.0,906.7,528.6,False,"sen_fired,out_fell,sa_resolved"
v203_validation,6T,8,4,0,read,SS,125.0,0.9,1.7e-09,1,242.8,355.7,528.6,664.1,906.9,528.6,False,"sen_fired,out_fell,sa_resolved"
v203_validation,6T,8,4,0,read,SS,125.0,0.9,1.8e-09,1,243.1,355.9,529.2,664.1,907.2,529.2,False,out_fell
v203_validation,6T,8,4,0,read,SS,125.0,0.9,1.9e-09,1,243.1,356.0,529.9,664.3,907.4,529.9,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,2e-09,1,243.4,356.3,529.8,664.3,907.6,529.8,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,2.3500000000000004e-09,1,244.0,356.7,530.1,664.4,908.4,530.1,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,2.3500000000000004e-09,5,251.3,368.9,544.4,686.4,937.7,544.4,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,2.3500000000000004e-09,5,239.3,350.8,517.4,653.9,893.1,517.4,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,2.3500000000000004e-09,5,249.8,364.3,532.2,679.1,928.9,532.2,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,2.3500000000000004e-09,5,247.7,362.0,538.4,674.5,922.2,538.4,True,
v203_validation,6T,8,4,0,read,SS,125.0,0.9,2.3500000000000004e-09,5,257.9,376.4,545.1,703.8,961.7,545.1,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.3e-09,1,220.1,318.0,404.7,499.7,719.9,404.7,False,"blb_driven_low,q_written"
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.4e-09,1,220.3,318.1,404.3,500.2,720.5,404.3,False,"blb_driven_low,q_written"
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.5e-09,1,220.4,318.5,404.6,500.5,720.9,404.6,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.6000000000000003e-09,1,220.6,318.6,404.7,500.1,720.7,404.7,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.8499999999999998e-09,5,227.4,329.8,417.6,629.9,857.3,417.6,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.8499999999999998e-09,5,217.6,315.2,389.6,,,389.6,False,"blb_driven_low,q_written,q_retained"
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.8499999999999998e-09,5,226.4,325.9,401.0,,,401.0,False,"blb_driven_low,q_written,q_retained"
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.8499999999999998e-09,5,224.4,324.1,411.8,517.9,742.3,411.8,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1.8499999999999998e-09,5,235.0,338.5,413.8,,,413.8,False,"blb_driven_low,q_written,q_retained"
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1e-08,5,239.1,348.7,437.0,628.3,867.3,437.0,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1e-08,5,227.9,334.0,419.0,2539.9,2767.8,419.0,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1e-08,5,238.1,344.6,419.8,,,419.8,False,"blb_driven_low,q_written,q_retained"
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1e-08,5,236.2,342.1,430.7,516.6,752.8,430.7,True,
v203_validation,6T,8,4,0,write,SF,125.0,0.9,1e-08,5,244.7,354.8,432.6,,,432.6,False,"blb_driven_low,q_written,q_retained"
v203_validation,6T,8,4,0,write,SS,125.0,0.9,1e-08,5,272.5,391.9,497.4,335.4,607.8,497.4,True,
v203_validation,6T,8,4,0,write,SS,125.0,0.9,1e-08,5,259.0,373.3,473.4,338.1,597.0,473.4,True,
v203_validation,6T,8,4,0,write,SS,125.0,0.9,1e-08,5,270.8,386.6,487.8,362.7,633.5,487.8,True,
v203_validation,6T,8,4,0,write,SS,125.0,0.9,1e-08,5,268.8,383.9,489.8,327.0,595.8,489.8,True,
v203_validation,6T,8,4,0,write,SS,125.0,0.9,1e-08,5,278.4,399.6,500.4,467.4,745.8,500.4,True,
v203_worstcase,10T,16,16,0,read,SS,125.0,0.9,1e-08,1,283.6,443.8,563.5,726.1,1009.7,563.5,True,
v203_worstcase,10T,16,16,0,read,SS,125.0,1.0,1e-08,1,249.2,384.0,492.0,625.6,874.8,492.0,True,
v203_worstcase,10T,16,16,0,write,SS,125.0,0.9,1e-08,1,308.4,462.1,537.4,258.2,566.6,537.4,True,
v203_worstcase,10T,16,16,0,write,SS,125.0,1.0,1e-08,1,269.7,399.5,467.7,223.1,492.8,467.7,True,
v203_worstcase,6T,16,16,0,read,FS,125.0,1.0,1e-08,1,219.9,336.9,440.2,532.2,752.1,440.2,True,
v203_worstcase,6T,16,16,0,read,SF,125.0,0.9,1e-08,1,248.8,394.8,495.8,627.7,876.5,495.8,True,
v203_worstcase,6T,16,16,0,read,SF,125.0,1.0,1e-08,1,216.8,346.1,438.1,547.8,764.6,438.1,True,
v203_worstcase,6T,16,16,0,read,SS,125.0,0.9,1e-08,1,282.0,443.9,563.4,705.4,987.4,563.4,True,
v203_worstcase,6T,16,16,0,read,SS,125.0,1.0,1e-08,1,246.0,384.6,491.5,609.5,855.6,491.5,True,
v203_worstcase,6T,16,16,0,read,TT,25.0,0.9,1e-08,1,149.6,227.4,287.8,349.4,499.1,287.8,True,
v203_worstcase,6T,16,16,0,write,FS,125.0,1.0,1e-08,1,240.0,350.4,416.7,159.2,399.2,416.7,True,
v203_worstcase,6T,16,16,0,write,SF,125.0,0.9,1e-08,1,269.5,411.0,473.3,225.8,495.2,473.3,True,
v203_worstcase,6T,16,16,0,write,SF,125.0,1.0,1e-08,1,236.7,360.3,416.9,194.9,431.5,416.9,True,
v203_worstcase,6T,16,16,0,write,SS,125.0,0.9,1e-08,1,307.7,463.2,536.9,227.8,535.5,536.9,True,
v203_worstcase,6T,16,16,0,write,SS,125.0,1.0,1e-08,1,270.0,401.1,467.0,197.2,467.1,467.0,True,
v203_worstcase,6T,16,16,0,write,TT,25.0,0.9,1e-08,1,164.5,235.3,279.3,107.4,272.0,279.3,True,
v203_worstcase,6T,16,256,0,read,FF,125.0,1.0,1e-08,1,193.0,323.5,441.6,547.9,740.9,441.6,True,
v203_worstcase,6T,16,256,0,read,FS,125.0,1.0,1e-08,1,220.9,361.9,496.3,610.8,831.7,496.3,True,
v203_worstcase,6T,16,256,0,read,SF,125.0,0.9,1e-08,1,249.6,416.1,558.7,716.5,966.1,558.7,True,
v203_worstcase,6T,16,256,0,read,SF,125.0,1.0,1e-08,1,217.3,367.0,493.9,630.8,848.0,493.9,True,
v203_worstcase,6T,16,256,0,read,SS,125.0,0.9,1e-08,1,286.6,470.6,635.3,806.1,1092.7,635.3,True,
v203_worstcase,6T,16,256,0,read,SS,125.0,1.0,1e-08,1,248.5,409.1,554.8,696.8,945.2,554.8,True,
v203_worstcase,6T,16,256,0,read,TT,25.0,0.9,1e-08,1,147.0,239.7,322.8,400.2,547.2,322.8,True,
v203_worstcase,6T,16,256,0,write,FF,125.0,1.0,1e-08,1,269.3,404.7,486.4,212.4,481.7,486.4,True,
v203_worstcase,6T,16,256,0,write,FS,125.0,1.0,1e-08,1,295.0,457.1,548.5,222.0,517.0,548.5,True,
v203_worstcase,6T,16,256,0,write,SF,125.0,0.9,1e-08,1,333.2,514.5,617.4,295.8,629.1,617.4,True,
v203_worstcase,6T,16,256,0,write,SF,125.0,1.0,1e-08,1,299.6,455.3,547.7,257.1,556.7,547.7,True,
v203_worstcase,6T,16,256,0,write,SS,125.0,0.9,1e-08,1,370.3,583.9,701.6,307.5,677.8,701.6,True,
v203_worstcase,6T,16,256,0,write,SS,125.0,1.0,1e-08,1,329.1,509.4,611.1,267.3,596.4,611.1,True,
v203_worstcase,6T,16,256,0,write,TT,25.0,0.9,1e-08,1,209.8,316.8,378.3,150.9,360.7,378.3,True,
v203_worstcase,6T,256,8,0,read,FF,125.0,1.0,1e-08,1,205.5,364.2,401.5,798.4,1003.9,401.5,False,blb_stays_high
v203_worstcase,6T,256,8,0,read,FS,125.0,1.0,1e-08,1,236.2,407.8,451.9,880.5,1116.7,451.9,False,blb_stays_high
v203_worstcase,6T,256,8,0,read,SF,125.0,0.9,1e-08,1,263.9,466.0,519.1,1080.6,1344.5,519.1,True,
v203_worstcase,6T,256,8,0,read,SF,125.0,1.0,1e-08,1,230.5,410.5,455.8,934.0,1164.4,455.8,True,
v203_worstcase,6T,256,8,0,read,SS,125.0,0.9,1e-08,1,301.4,527.8,585.8,1205.9,1507.3,585.8,True,
v203_worstcase,6T,256,8,0,read,SS,125.0,1.0,1e-08,1,263.4,458.6,508.8,1032.2,1295.6,508.8,True,
v203_worstcase,6T,256,8,0,read,TT,25.0,0.9,1e-08,1,155.9,269.1,305.8,602.9,758.8,305.8,True,
v203_worstcase,6T,256,8,0,write,FF,125.0,1.0,1e-08,1,210.9,367.9,406.3,153.3,364.2,406.3,True,
v203_worstcase,6T,256,8,0,write,FS,125.0,1.0,1e-08,1,241.6,412.7,453.2,163.3,404.9,453.2,True,
v203_worstcase,6T,256,8,0,write,SF,125.0,0.9,1e-08,1,273.1,471.8,523.3,210.2,483.3,523.3,True,
v203_worstcase,6T,256,8,0,write,SF,125.0,1.0,1e-08,1,237.2,414.0,457.7,182.3,419.5,457.7,True,
v203_worstcase,6T,256,8,0,write,SS,125.0,0.9,1e-08,1,313.3,533.8,589.5,225.8,539.1,589.5,True,
v203_worstcase,6T,256,8,0,write,SS,125.0,1.0,1e-08,1,272.5,464.4,513.2,194.7,467.2,513.2,True,
v203_worstcase,6T,256,8,0,write,TT,25.0,0.9,1e-08,1,161.2,270.2,303.7,108.5,269.7,303.7,True,
v203_worstcase,6T,512,4,0,read,SS,125.0,0.9,1e-08,1,310.0,539.8,602.0,1676.0,1985.9,602.0,True,
v203_worstcase,6T,512,4,0,read,SS,125.0,1.0,1e-08,1,271.1,469.5,523.2,1425.0,1696.0,523.2,True,
v203_worstcase,6T,512,4,0,read,TT,25.0,0.9,1e-08,1,160.4,275.8,313.3,842.9,1003.3,313.3,True,
v203_worstcase,6T,64,16,0,read,FF,125.0,1.0,1e-08,1,196.2,334.5,383.4,551.8,748.1,383.4,False,blb_stays_high
v203_worstcase,6T,64,16,0,read,FS,125.0,1.0,1e-08,1,224.3,375.1,427.4,614.6,838.9,427.4,False,blb_stays_high
v203_worstcase,6T,64,16,0,read,SF,125.0,0.9,1e-08,1,252.9,422.7,489.2,732.2,985.1,489.2,True,
v203_worstcase,6T,64,16,0,read,SF,125.0,1.0,1e-08,1,219.8,373.9,431.9,636.5,856.4,431.9,True,
v203_worstcase,6T,64,16,0,read,SS,125.0,0.9,1e-08,1,289.1,480.6,549.7,822.1,1111.2,549.7,True,
v203_worstcase,6T,64,16,0,read,SS,125.0,1.0,1e-08,1,251.6,418.3,480.3,706.4,958.0,480.3,True,
v203_worstcase,6T,64,16,0,read,TT,25.0,0.9,1e-08,1,151.4,246.5,284.8,407.5,558.8,284.8,True,
v203_worstcase,6T,64,16,0,write,FF,125.0,1.0,1e-08,1,209.5,345.2,385.5,151.3,360.7,385.5,True,
v203_worstcase,6T,64,16,0,write,FS,125.0,1.0,1e-08,1,239.5,387.6,432.0,160.8,400.3,432.0,True,
v203_worstcase,6T,64,16,0,write,SF,125.0,0.9,1e-08,1,271.5,436.0,495.0,210.6,482.1,495.0,True,
v203_worstcase,6T,64,16,0,write,SF,125.0,1.0,1e-08,1,235.8,387.3,435.6,181.3,417.1,435.6,True,
v203_worstcase,6T,64,16,0,write,SS,125.0,0.9,1e-08,1,310.4,496.0,559.3,222.6,533.0,559.3,True,
v203_worstcase,6T,64,16,0,write,SS,125.0,1.0,1e-08,1,269.9,432.3,487.2,191.5,461.4,487.2,True,
v203_worstcase,6T,64,16,0,write,TT,25.0,0.9,1e-08,1,163.0,252.5,289.0,106.3,269.4,289.0,True,
v203_worstcase,6T,64,64,0,read,SS,125.0,1.0,1e-08,1,257.4,427.8,510.8,760.6,1018.0,510.8,True,
v203_worstcase,6T,64,64,0,write,SS,125.0,1.0,1e-08,1,293.0,462.6,537.6,216.5,509.5,537.6,True,
v203_worstcase,6T,8,4,0,read,FS,125.0,1.0,1e-08,1,200.0,282.6,435.0,502.7,702.8,435.0,True,
v203_worstcase,6T,8,4,0,read,SF,125.0,0.9,1e-08,1,225.8,330.5,479.1,592.1,817.9,479.1,True,
v203_worstcase,6T,8,4,0,read,SF,125.0,1.0,1e-08,1,197.6,290.0,425.7,517.7,715.3,425.7,True,
v203_worstcase,6T,8,4,0,read,SS,125.0,0.9,1e-08,1,259.8,371.6,547.2,664.7,924.5,547.2,True,
v203_worstcase,6T,8,4,0,read,SS,125.0,1.0,1e-08,1,224.7,322.4,479.3,575.8,800.5,479.3,True,
v203_worstcase,6T,8,4,0,read,TT,25.0,0.9,1e-08,1,136.6,191.7,276.4,329.4,466.0,276.4,True,
v203_worstcase,6T,8,4,0,write,FS,125.0,1.0,1e-08,1,204.6,286.5,377.0,224.6,429.2,377.0,True,
v203_worstcase,6T,8,4,0,write,SF,125.0,0.9,1e-08,1,232.8,337.0,424.0,499.3,732.1,424.0,True,
v203_worstcase,6T,8,4,0,write,SF,125.0,1.0,1e-08,1,203.2,294.1,373.9,463.8,667.0,373.9,True,
v203_worstcase,6T,8,4,0,write,SS,125.0,0.9,1e-08,1,265.0,378.4,482.6,321.0,585.9,482.6,True,
v203_worstcase,6T,8,4,0,write,SS,125.0,1.0,1e-08,1,230.2,327.0,419.8,294.7,524.8,419.8,True,
v203_worstcase,6T,8,4,0,write,TT,25.0,0.9,1e-08,1,139.5,194.9,247.5,143.2,282.8,247.5,True,
