grp,tag,status,err,n,nfail,failed,delay,delay_sd,delay_max,tclk_wlen,tclk_dec,trestore,tprch,twldrv,twdrv,tsa,tswing,pavg_uW,wl_slew,rwl_minus_wl,sen_minus_wl,bl_at_sen,dv_at_sen,dv_at_sen_min,rbl_at_sen,bl_at_acc0,blb_at_acc0,bl_at_next,blb_at_next,blb_min_acc,blb_min_acc_max,q_flip,q_flip_max,twdrv_wave,out_end,t
A_wd,10T_8x4_w_SF_wd0.5,ok,,1,0,,343.9134,0.0,343.9134,233.2356,336.27139999999997,423.7466,,36.361,119.61609999999999,,,35.95773,22.732139548919804,,,,,,,0.899799212,0.899863731,0.899805034,0.899838545,0.00042557364,0.00042557364,254.64636021227778,254.64636021227778,119.61987441668506,,40.56406784057617
A_wd,10T_8x4_w_SF_wd0.5_mc10,ok,,10,0,,327.39387999999997,49.53397702492301,410.9237,223.96435000000002,323.08934000000005,408.28066999999993,,34.756111000000004,114.07439299999999,,,37.606697999999994,23.174651588612967,,,,,,,0.8997410398000001,0.8998287171999999,0.8997493635,0.8997991516999999,0.0005021728205,0.000765937953,241.99474631271164,318.80311693819016,114.11986825640706,,391.10938239097595
A_wd,10T_8x4_w_SF_wd1.0,ok,,1,0,,203.8411,0.0,203.8411,233.23420000000002,336.2715,429.4306,,36.628190000000004,72.24392,,,35.57681,23.200337251829673,,,,,,,0.899787804,0.899851747,0.899788229,0.899805837,0.000301062106,0.000301062106,121.8289520085288,121.8289520085288,72.16575359818569,,39.02471899986267
A_wd,16x16_w_SF_box_wd1.0,ok,,1,0,,285.8881,0.0,285.8881,269.48400000000004,410.96070000000003,469.843,,46.67187,82.47762,,,91.83908000000001,26.874450754754026,,,,,,,0.899858791,0.899907539,0.899858304,0.899886273,0.000417629108,0.000417629108,212.92918430380675,212.92918430380675,82.39570850413047,,282.06172347068787
A_wd,16x16_w_SF_box_wd1.5,ok,,1,0,,216.1594,0.0,216.1594,269.48359999999997,411.10360000000003,471.8969,,46.61103,63.323069999999994,,,91.36167,27.150128190537668,,,,,,,0.899853234,0.899901668,0.89985031,0.899870566,0.000349713388,0.000349713388,144.5425465522628,144.5425465522628,63.28506428758897,,289.49113941192627
A_wd,16x16_w_SF_box_wd2.0,ok,,1,0,,194.2126,0.0,194.2126,269.4835,411.10360000000003,473.6722,,46.560610000000004,53.07398,,,93.38741999999999,27.205047839975848,,,,,,,0.899847662,0.899895754,0.899842396,0.899854942,0.000309329589,0.000309329589,122.92223442347243,122.92223442347243,52.88322589195064,,309.84893107414246
A_wd,16x16_w_SF_wd0.5,ok,,1,0,,608.6003000000001,0.0,608.6003000000001,269.4962,411.1517,470.6886999999999,,48.06015,147.424,,,104.0161,28.827961114571494,,,,,,,0.899837,0.899899531,0.89983977,0.899887272,0.000615131133,0.000615131133,528.8470103880983,528.8470103880983,147.37380530584048,,205.43432641029358
A_wd,16x16_w_SF_wd0.75,ok,,1,0,,271.15209999999996,0.0,271.15209999999996,269.4841,411.11510000000004,471.54409999999996,,48.15372,106.28859999999999,,,88.88752,29.429408458738383,,,,,,,0.899834238,0.899896635,0.899835691,0.899879335,0.000506934433,0.000506934433,194.6801482858477,194.6801482858477,106.26315480693987,,243.54617404937744
A_wd,16x16_w_SF_wd0.75_mc10,ok,,10,0,,258.10937,31.884006158763988,308.24559999999997,259.55592999999993,394.61019999999996,454.04834999999997,,45.953765,101.401657,,,93.293857,28.04619964335908,,,,,,,0.8997808898999999,0.8998662162000001,0.8997836266000002,0.8998466978999999,0.0006103543591,0.00096033743,184.4243267086273,229.93267080108302,101.40627244179748,,2655.244451522827
A_wd,16x16_w_SF_wd1.0,ok,,1,0,,225.76059999999998,0.0,225.76059999999998,269.4839,410.96070000000003,473.32280000000003,,48.17726,86.25773000000001,,,88.27573,30.008933148055824,,,,,,,0.89983147,0.899893724,0.899831695,0.899871482,0.000443396406,0.000443396406,149.623456076025,149.623456076025,86.23133731410836,,251.31264805793762
